零件号,零件名,类型,编号,序号,上公差,下公差,零件1,零件2,零件3,零件4
K700261960,下背门铰链加强板螺母板总成,P,01A01,A-1,0.4,-0.4,0.103,0.116,0.124,0.113
K700261960,下背门铰链加强板螺母板总成,P,01A01,A-2,0.4,-0.4,0.121,0.204,0.126,0.106
K700261960,下背门铰链加强板螺母板总成,P,01A01,A-3,0.4,-0.4,0.131,0.213,0.243,0.231
K700261960,下背门铰链加强板螺母板总成,P,01A01,A-4,0.4,-0.4,0.106,0.204,0.212,0.255
K700261960,下背门铰链加强板螺母板总成,F,01A02,A-1~A-4,0.5,0,0.028,0.097,0.119,0.149
