零件号,类型,编号,序号,上公差,下公差,零件1,零件2,零件3,零件4
K600057860,1.0,07A01,35.0,0.75,-0.75,0.892,,,
K600057860,1.0,07A01,36.0,0.75,-0.75,0.842,,,
K600057860,1.0,07A01,37.0,0.75,-0.75,0.884,,,
K600057860,1.0,07A01,38.0,0.75,-0.75,0.855,,,
K600057860,1.0,07A01,39.0,0.75,-0.75,0.452,,,
K600057860,1.0,07A01,40.0,0.75,-0.75,0.02,,,
K600057860,1.0,07A01,41.0,0.75,-0.75,-0.203,,,
K600057860,1.0,07A01,42.0,0.75,-0.75,0.117,,,
K600057860,1.0,07A01,43.0,0.75,-0.75,0.528,,,
K600057860,1.0,07A01,44.0,0.75,-0.75,0.516,,,
K600057860,1.0,07A01,45.0,0.75,-0.75,0.513,,,
K600057860,1.0,07A01,46.0,0.75,-0.75,0.501,,,
K600057860,1.0,07A01,47.0,0.75,-0.75,0.372,,,
K600057860,1.0,07A01,48.0,0.75,-0.75,0.092,,,
K600057860,1.0,07A01,49.0,0.75,-0.75,0.099,,,
K600057860,1.0,07A01,50.0,0.75,-0.75,0.131,,,
K600057860,1.0,07A01,51.0,0.75,-0.75,-0.102,,,
K600057860,1.0,07A01,52.0,0.75,-0.75,-0.267,,,
K600057860,1.0,07A01,53.0,0.75,-0.75,-0.145,,,
K600057860,1.0,07A01,54.0,0.75,-0.75,0.205,,,
K600057860,1.0,07A01,55.0,0.75,-0.75,0.155,,,
K600057860,1.0,07A01,56.0,0.75,-0.75,-0.216,,,
K600057860,1.0,07A01,57.0,0.75,-0.75,-0.376,,,
K600057860,1.0,07A01,58.0,0.75,-0.75,-0.18,,,
K600057860,1.0,07A01,59.0,0.75,-0.75,-0.011,,,
K600057860,1.0,07A01,60.0,0.75,-0.75,0.021,,,
K600057860,1.0,08A02,1X,0.5,-0.5,0.0,0.0,0.0,0.0
K600057860,1.0,08A02,1Y,0.5,-0.5,0.0,0.0,0.0,0.0
K600057860,1.0,08A02,2X,0.5,-0.5,-0.007,,,
K600057860,1.0,08A02,2Y,0.5,-0.5,-0.093,,,
K600057860,1.0,08A02,3X,0.5,-0.5,0.014,,,
K600057860,1.0,08A02,3Y,0.5,-0.5,-0.143,,,
K600057860,1.0,08A02,4X,0.5,-0.5,-0.042,,,
K600057860,1.0,08A02,4Y,0.5,-0.5,0.0,,,
K600057860,1.0,08A01,5,0.5,-0.5,0.347,0.377,0.342,0.355
K600057860,1.0,08A01,6,0.5,-0.5,0.384,,,
K600057860,1.0,08A01,7,0.5,-0.5,0.337,,,
K600057860,1.0,08A01,8,0.5,-0.5,0.117,,,
K600057860,1.0,08A01,9,0.5,-0.5,0.163,,,
K600057860,1.0,08A01,10,0.5,-0.5,0.091,,,
K600057860,1.0,08A01,11,0.5,-0.5,-0.121,,,
K600057860,1.0,08A01,12,0.5,-0.5,-0.16,,,
K600057860,1.0,08A01,13,0.5,-0.5,-0.141,,,
K600057860,1.0,08A01,14,0.5,-0.5,-0.21,,,
K600057860,1.0,08A01,15,0.5,-0.5,-0.2,,,
K600057860,1.0,08A01,16,0.5,-0.5,-0.217,-0.154,-0.174,-0.167
K600057860,1.0,08A04,17X,0.5,-0.5,0.0,0.0,0.0,0.0
K600057860,1.0,08A04,17Y,0.5,-0.5,0.0,0.0,0.0,0.0
K600057860,1.0,08A04,18X,0.5,-0.5,-0.031,,,
K600057860,1.0,08A04,18Y,0.5,-0.5,0.063,,,
K600057860,1.0,08A04,19X,0.5,-0.5,-0.006,,,
K600057860,1.0,08A04,19Y,0.5,-0.5,0.082,,,
K600057860,1.0,08A04,20X,0.5,-0.5,-0.048,,,
K600057860,1.0,08A04,20Y,0.5,-0.5,0.0,,,
K600057860,1.0,08A03,21,0.5,-0.5,0.219,0.25,0.161,0.23
K600057860,1.0,08A03,22,0.5,-0.5,0.25,,,
K600057860,1.0,08A03,23,0.5,-0.5,0.217,,,
K600057860,1.0,08A03,24,0.5,-0.5,0.187,,,
K600057860,1.0,08A03,25,0.5,-0.5,0.25,,,
K600057860,1.0,08A03,26,0.5,-0.5,0.186,,,
K600057860,1.0,08A03,27,0.5,-0.5,-0.095,,,
K600057860,1.0,08A03,28,0.5,-0.5,-0.131,,,
K600057860,1.0,08A03,29,0.5,-0.5,-0.104,,,
K600057860,1.0,08A03,30,0.5,-0.5,-0.118,,,
K600057860,1.0,08A03,31,0.5,-0.5,-0.088,,,
K600057860,1.0,08A03,32,0.5,-0.5,-0.137,-0.108,-0.135,-0.105
K600057860,1.0,99A01,1a,1.0,-1.0,0.43,,,
K600057860,1.0,99A01,1b,1.0,-1.0,0.376,,,
K600057860,1.0,99A01,2a,1.0,-1.0,2.792,,,
K600057860,1.0,99A01,2b,1.0,-1.0,1.556,,,
K600057860,1.0,99A01,3a,1.0,-1.0,2.883,,,
K600057860,1.0,99A01,3b,1.0,-1.0,1.439,,,
K600057860,1.0,99A01,4a,1.0,-1.0,1.453,,,
K600057860,1.0,99A01,4b,1.0,-1.0,1.732,,,
K600057860,1.0,99A01,5a,1.0,-1.0,2.38,,,
K600057860,1.0,99A01,5b,1.0,-1.0,1.672,,,
K600057860,1.0,99A01,6a,1.0,-1.0,2.618,,,
K600057860,1.0,99A01,6b,1.0,-1.0,1.674,,,
K600057860,1.0,99A01,7a,1.0,-1.0,1.872,,,
K600057860,1.0,99A01,7b,1.0,-1.0,1.714,,,
K600057860,1.0,99A01,8a,1.0,-1.0,1.174,,,
K600057860,1.0,99A01,8b,1.0,-1.0,1.425,,,
K600057860,1.0,99A01,9a,1.0,-1.0,1.361,,,
K600057860,1.0,99A01,9b,1.0,-1.0,1.652,,,
K600057860,1.0,99A01,10a,1.0,-1.0,0.309,,,
K600057860,1.0,99A01,10b,1.0,-1.0,0.368,,,
K600057860,1.0,99A03,11,1.0,-1.0,0.26,,,
K600057860,1.0,99A03,12,1.0,-1.0,1.076,,,
K600057860,1.0,99A03,13,1.0,-1.0,1.811,,,
K600057860,1.0,99A03,14,1.0,-1.0,0.903,,,
K600057860,1.0,99A03,15,1.0,-1.0,0.76,,,
K600057860,1.0,99A03,16,1.0,-1.0,0.305,,,
K600057860,1.0,99A02,17X,1.0,-1.0,0.534,,,
K600057860,1.0,99A02,17Y,1.0,-1.0,0.048,,,
K600057860,1.0,99A02,18X,1.0,-1.0,0.484,,,
K600057860,1.0,99A02,18Y,1.0,-1.0,0.074,,,
K600057860,1.0,99A02,19X,1.0,-1.0,0.607,,,
K600057860,1.0,99A02,19Y,1.0,-1.0,0.016,,,
K600057860,1.0,99A02,20X,1.0,-1.0,0.769,,,
K600057860,1.0,99A02,20Y,1.0,-1.0,0.03,,,
K600057860,1.0,99A04,21,1.0,-1.0,1.869,,,
K600057860,1.0,99A04,22,1.0,-1.0,0.711,,,
K600057860,1.0,99A04,23,1.0,-1.0,2.068,,,
K600057860,1.0,99A04,24,1.0,-1.0,1.454,,,
K600057860,1.0,99A04,25,1.0,-1.0,0.597,,,
K600057860,1.0,99A04,26,1.0,-1.0,1.588,,,
K600057860,1.0,99A05,1a,1.0,-1.0,-4.632,,,
K600057860,1.0,99A05,1b,1.0,-1.0,-4.577,,,
K600057860,1.0,99A05,2a,1.0,-1.0,-3.497,,,
K600057860,1.0,99A05,2b,1.0,-1.0,-3.516,,,
K600057860,1.0,99A05,3a,1.0,-1.0,-2.069,,,
K600057860,1.0,99A05,3b,1.0,-1.0,-2.186,,,
K600057860,1.0,99A05,4a,1.0,-1.0,-1.086,,,
K600057860,1.0,99A05,4b,1.0,-1.0,-1.226,,,
K600057860,1.0,99A05,5a,1.0,-1.0,-0.402,,,
K600057860,1.0,99A05,5b,1.0,-1.0,-0.549,,,
K600057860,1.0,99A05,6a,1.0,-1.0,0.003,,,
K600057860,1.0,99A05,6b,1.0,-1.0,-0.151,,,
K600057860,1.0,99A05,7a,1.0,-1.0,0.113,,,
K600057860,1.0,99A05,7b,1.0,-1.0,-0.078,,,
K600057860,1.0,99A05,8a,1.0,-1.0,-0.036,,,
K600057860,1.0,99A05,8b,1.0,-1.0,-0.192,,,
K600057860,1.0,99A05,9a,1.0,-1.0,-0.442,,,
K600057860,1.0,99A05,9b,1.0,-1.0,-0.587,,,
K600057860,1.0,99A05,10a,1.0,-1.0,-1.078,,,
K600057860,1.0,99A05,10b,1.0,-1.0,-1.231,,,
K600057860,1.0,99A05,11a,1.0,-1.0,-2.03,,,
K600057860,1.0,99A05,11b,1.0,-1.0,-2.12,,,
K600057860,1.0,99A05,12a,1.0,-1.0,-3.364,,,
K600057860,1.0,99A05,12b,1.0,-1.0,-3.374,,,
K600057860,1.0,99A05,13a,1.0,-1.0,-4.342,,,
K600057860,1.0,99A05,13b,1.0,-1.0,-4.275,,,
