零件号,零件名,类型,编号,序号,上公差,下公差,零件1,零件2,零件3,零件4
K400487460,左前翼子板支架总成,P,01A01,A-1a,0.5,-0.5,-0.19,-0.26,-0.37,-0.27
K400487460,左前翼子板支架总成,P,01A01,A-1b,0.5,-0.5,-0.176,-0.099,-0.16,-0.171
K400487460,左前翼子板支架总成,P,01A01,A-2a,0.5,-0.5,-0.231,-0.272,-0.103,-0.128
K400487460,左前翼子板支架总成,P,01A01,A-2b,0.5,-0.5,-0.07,0.04,0.108,-0.13
K400487460,左前翼子板支架总成,P,02A01,E-1,0.5,-0.5,-0.088,-0.169,-0.207,0.07
K400487460,左前翼子板支架总成,P,02A01,E-2,0.5,-0.5,-0.109,-0.1307,-0.36,-0.09
K400487460,左前翼子板支架总成,P,02A01,E-3,0.5,-0.5,-0.024,-0.119,0.138,0.105
K400487460,左前翼子板支架总成,P,02A01,E-4,0.5,-0.5,-0.103,0.101,0.202,0.176
