零件号,类型,编号,序号,上公差,下公差,零件1,零件2,零件3,零件4
K600058960,1.0,01A01,1X,0.5,-0.5,0.289,,,
K600058960,1.0,01A01,1Y,0.5,-0.5,0.164,,,
K600058960,1.0,01A01,2X,0.5,-0.5,-0.108,,,
K600058960,1.0,01A01,2Y,0.5,-0.5,0.179,,,
K600058960,1.0,01B01,3,0.5,-0.5,0.519,0.502,0.495,0.52
K600058960,1.0,01B01,4,0.5,-0.5,0.507,,,
K600058960,1.0,01B01,5,0.5,-0.5,0.526,,,
K600058960,1.0,01B01,6,0.5,-0.5,0.209,,,
K600058960,1.0,01B01,7,0.5,-0.5,0.271,0.228,0.258,0.256
K600058960,1.0,01B01,8,0.5,-0.5,0.265,,,
K600058960,2.0,01D01,1,0.5,0.0,0.047,,,
K600058960,1.0,01D02,9X,0.5,-0.5,0.267,0.294,0.278,0.264
K600058960,1.0,01D02,9Y,0.5,-0.5,0.152,0.173,0.176,0.174
K600058960,1.0,01D02,10X,0.5,-0.5,-0.095,-0.058,-0.046,-0.111
K600058960,1.0,01D02,10Y,0.5,-0.5,0.203,0.216,0.224,0.228
K600058960,1.0,02B01,1,0.5,-0.5,-0.23,-0.208,-0.206,-0.202
K600058960,1.0,02B01,2,0.5,-0.5,-0.134,,,
K600058960,1.0,02B01,3,0.5,-0.5,-0.306,,,
K600058960,1.0,02B01,4,0.5,-0.5,-0.262,,,
K600058960,1.0,02B01,5,0.5,-0.5,-0.283,,,
K600058960,1.0,02B01,6,0.5,-0.5,-0.295,-0.306,-0.289,-0.293
K600058960,1.0,02B01,7,0.5,-0.5,-0.312,,,
K600058960,1.0,02B01,8,0.5,-0.5,-0.344,,,
K600058960,1.0,02B01,9,0.5,-0.5,-0.344,,,
K600058960,1.0,02B01,10,0.5,-0.5,-0.229,,,
K600058960,1.0,02B01,11,0.5,-0.5,-0.192,-0.217,-0.197,-0.192
K600058960,2.0,02B02,1,0.5,0.0,0.092,,,
K600058960,1.0,02B03,12a,0.5,-0.5,0.134,0.13,0.126,0.137
K600058960,1.0,02B03,12b,0.5,-0.5,0.146,,,
K600058960,1.0,02B03,13a,0.5,-0.5,-0.264,,,
K600058960,1.0,02B03,13b,0.5,-0.5,-0.192,,,
K600058960,1.0,02B03,14a,0.5,-0.5,-0.365,,,
K600058960,1.0,02B03,14b,0.5,-0.5,-0.296,,,
K600058960,1.0,02B03,15a,0.5,-0.5,-0.413,,,
K600058960,1.0,02B03,15b,0.5,-0.5,-0.381,,,
K600058960,1.0,02B03,16a,0.5,-0.5,-0.338,,,
K600058960,1.0,02B03,16b,0.5,-0.5,-0.3,,,
K600058960,1.0,02B03,17a,0.5,-0.5,-0.188,-0.237,-0.221,-0.198
K600058960,1.0,02B03,17b,0.5,-0.5,-0.174,,,
K600058960,1.0,02B03,18a,0.5,-0.5,-0.366,,,
K600058960,1.0,02B03,18b,0.5,-0.5,-0.331,,,
K600058960,1.0,02B03,19a,0.5,-0.5,-0.446,,,
K600058960,1.0,02B03,19b,0.5,-0.5,-0.392,,,
K600058960,1.0,02B03,20a,0.5,-0.5,-0.443,,,
K600058960,1.0,02B03,20b,0.5,-0.5,-0.343,,,
K600058960,1.0,02B03,21a,0.5,-0.5,-0.351,,,
K600058960,1.0,02B03,21b,0.5,-0.5,-0.248,,,
K600058960,1.0,02B03,22a,0.5,-0.5,-0.018,-0.068,-0.035,-0.034
K600058960,1.0,02B03,22b,0.5,-0.5,0.01,,,
K600058960,2.0,02B04,1,0.5,0.0,0.504,,,
K600058960,1.0,03A01,1X,0.5,-0.5,0.136,0.115,0.185,0.133
K600058960,1.0,03A01,1Y,0.5,-0.5,0.04,-0.004,-0.007,0.047
K600058960,1.0,03A01,2X,0.5,-0.5,-0.074,,,
K600058960,1.0,03A01,2Y,0.5,-0.5,-0.132,,,
K600058960,1.0,03B01,3a,0.6,-0.6,-0.113,-0.163,-0.156,-0.13
K600058960,1.0,03B01,3b,0.6,-0.6,-0.03,,,
K600058960,1.0,03B01,4a,0.6,-0.6,0.143,,,
K600058960,1.0,03B01,4b,0.6,-0.6,0.169,,,
K600058960,1.0,03B01,5a,0.6,-0.6,0.075,,,
K600058960,1.0,03B01,5b,0.6,-0.6,0.104,,,
K600058960,1.0,03B01,6a,0.6,-0.6,-0.161,,,
K600058960,1.0,03B01,6b,0.6,-0.6,-0.126,,,
K600058960,1.0,03B01,7a,0.6,-0.6,-0.183,,,
K600058960,1.0,03B01,7b,0.6,-0.6,-0.141,,,
K600058960,1.0,03B01,8a,0.6,-0.6,0.004,,,
K600058960,1.0,03B01,8b,0.6,-0.6,0.036,,,
K600058960,1.0,03B01,9a,0.6,-0.6,0.125,0.12,0.119,0.117
K600058960,1.0,03B01,9b,0.6,-0.6,0.137,,,
K600058960,1.0,03B01,10a,0.6,-0.6,0.031,,,
K600058960,1.0,03B01,10b,0.6,-0.6,0.049,,,
K600058960,1.0,03B01,11a,0.6,-0.6,-0.106,,,
K600058960,1.0,03B01,11b,0.6,-0.6,-0.081,,,
K600058960,1.0,03B01,12a,0.6,-0.6,-0.086,,,
K600058960,1.0,03B01,12b,0.6,-0.6,-0.066,,,
K600058960,1.0,03B01,13a,0.6,-0.6,0.154,,,
K600058960,1.0,03B01,13b,0.6,-0.6,0.164,,,
K600058960,1.0,03B01,14a,0.6,-0.6,0.245,,,
K600058960,1.0,03B01,14b,0.6,-0.6,0.25,0.264,0.233,0.258
K600058960,1.0,03B01,15a,0.6,-0.6,0.016,,,
K600058960,1.0,03B01,15b,0.6,-0.6,0.024,,,
K600058960,2.0,03B02,1,0.6,0.0,0.295,,,
K600058960,1.0,03B03,3,0.5,-0.5,-0.349,-0.365,-0.364,-0.351
K600058960,1.0,03B03,4,0.5,-0.5,-0.352,,,
K600058960,1.0,03B03,5,0.5,-0.5,-0.357,,,
K600058960,1.0,03B03,6,0.5,-0.5,-0.293,,,
K600058960,1.0,03B03,7,0.5,-0.5,-0.305,,,
K600058960,1.0,03B03,8,0.5,-0.5,-0.225,,,
K600058960,1.0,03B03,9,0.5,-0.5,-0.184,-0.139,-0.128,-0.179
K600058960,1.0,03B03,10,0.5,-0.5,-0.165,,,
K600058960,1.0,03B03,11,0.5,-0.5,-0.206,,,
K600058960,1.0,03B03,12,0.5,-0.5,-0.15,,,
K600058960,1.0,03B03,13,0.5,-0.5,-0.203,,,
K600058960,1.0,03B03,14,0.5,-0.5,-0.129,,,
K600058960,1.0,03B03,15,0.5,-0.5,-0.074,-0.01,-0.059,-0.069
K600058960,2.0,03B04,1,0.5,0.0,0.094,,,
K600058960,1.0,04A01,1.0,0.75,-0.75,0.458,,,
K600058960,1.0,04A01,2.0,0.75,-0.75,0.367,,,
K600058960,1.0,04A01,3.0,0.75,-0.75,0.254,0.228,0.218,0.261
K600058960,1.0,04A01,4.0,0.75,-0.75,0.428,,,
K600058960,1.0,04A01,5.0,0.75,-0.75,0.905,,,
K600058960,1.0,04A01,6.0,0.75,-0.75,0.483,,,
K600058960,1.0,04A01,7.0,0.75,-0.75,0.318,,,
K600058960,1.0,04A01,8.0,0.75,-0.75,-0.211,,,
K600058960,1.0,04A02,9.0,0.75,-0.75,-0.692,,,
K600058960,1.0,04A02,10.0,0.75,-0.75,-0.242,,,
K600058960,1.0,04A02,11.0,0.75,-0.75,-0.053,,,
K600058960,1.0,04A02,12.0,0.75,-0.75,0.045,,,
K600058960,1.0,04A02,13.0,0.75,-0.75,-0.064,,,
K600058960,1.0,04A02,14.0,0.75,-0.75,-0.024,0.041,0.042,-0.019
K600058960,1.0,04A02,15.0,0.75,-0.75,0.071,,,
K600058960,1.0,04A02,16.0,0.75,-0.75,0.208,,,
K600058960,1.0,04B01,1.0,0.3,-0.3,-0.169,-0.133,-0.118,-0.172
K600058960,1.0,04B01,2.0,0.3,-0.3,-0.098,,,
K600058960,1.0,04B01,3.0,0.3,-0.3,-0.3,,,
K600058960,1.0,04B01,4.0,0.3,-0.3,-0.371,,,
K600058960,1.0,04B01,5.0,0.3,-0.3,-0.347,,,
K600058960,1.0,04B01,6.0,0.3,-0.3,-0.323,,,
K600058960,1.0,04B01,7.0,0.3,-0.3,-0.244,,,
K600058960,1.0,04B01,8.0,0.3,-0.3,-0.309,,,
K600058960,1.0,04B01,9.0,0.3,-0.3,-0.186,,,
K600058960,1.0,04B01,10.0,0.3,-0.3,-0.218,,,
K600058960,1.0,04B01,11.0,0.3,-0.3,-0.239,,,
K600058960,1.0,04B01,12.0,0.3,-0.3,-0.203,,,
K600058960,1.0,04B01,13.0,0.3,-0.3,-0.246,,,
K600058960,1.0,04B01,14.0,0.3,-0.3,-0.194,,,
K600058960,1.0,04B01,15.0,0.3,-0.3,-0.159,,,
K600058960,1.0,04B01,16.0,0.3,-0.3,-0.165,,,
K600058960,1.0,04B01,17.0,0.3,-0.3,-0.195,,,
K600058960,1.0,04B01,18.0,0.3,-0.3,-0.156,-0.131,-0.143,-0.166
K600058960,1.0,04B01,19.0,0.3,-0.3,-0.118,,,
K600058960,1.0,04B01,20.0,0.3,-0.3,-0.217,,,
K600058960,1.0,04B01,21.0,0.3,-0.3,-0.164,,,
K600058960,1.0,04B01,22.0,0.3,-0.3,-0.231,,,
K600058960,1.0,04B01,23.0,0.3,-0.3,-0.269,,,
K600058960,1.0,04B01,24.0,0.3,-0.3,-0.291,,,
K600058960,1.0,04B01,25.0,0.3,-0.3,-0.341,,,
K600058960,1.0,04B01,26.0,0.3,-0.3,-0.307,,,
K600058960,1.0,04B01,27.0,0.3,-0.3,-0.249,,,
K600058960,1.0,04B01,28.0,0.3,-0.3,-0.235,,,
K600058960,1.0,04B01,29.0,0.3,-0.3,-0.218,,,
K600058960,1.0,04B01,30.0,0.3,-0.3,-0.164,,,
K600058960,1.0,04B01,31.0,0.3,-0.3,-0.064,,,
K600058960,1.0,04B01,32.0,0.3,-0.3,0.065,,,
K600058960,1.0,04B01,33.0,0.3,-0.3,0.101,,,
K600058960,1.0,04B01,34.0,0.3,-0.3,0.108,,,
K600058960,1.0,04B01,35.0,0.3,-0.3,0.121,,,
K600058960,1.0,04B01,36.0,0.3,-0.3,-0.081,,,
K600058960,1.0,04B01,37.0,0.3,-0.3,-0.25,-0.261,-0.265,-0.262
K600058960,2.0,04B04,1.0,0.3,0.0,0.061,,,
K600058960,2.0,04B04,2.0,0.3,0.0,0.0,,,
K600058960,2.0,04B04,3.0,0.3,0.0,0.031,,,
K600058960,2.0,04B04,4.0,0.3,0.0,0.0,,,
K600058960,2.0,04B04,5.0,0.3,0.0,0.0,,,
K600058960,2.0,04B04,6.0,0.3,0.0,0.006,,,
K600058960,2.0,04B04,7.0,0.3,0.0,0.009,,,
K600058960,2.0,04B04,8.0,0.3,0.0,0.0,,,
K600058960,2.0,04B04,9.0,0.3,0.0,0.0,,,
K600058960,2.0,04B04,10.0,0.3,0.0,0.015,,,
K600058960,2.0,04B04,11.0,0.3,0.0,0.019,,,
K600058960,2.0,04B04,12.0,0.3,0.0,0.087,,,
K600058960,1.0,04B02,38.0,0.3,-0.3,-0.321,-0.302,-0.297,-0.304
K600058960,1.0,04B02,39.0,0.3,-0.3,-0.161,,,
K600058960,1.0,04B02,40.0,0.3,-0.3,-0.005,,,
K600058960,1.0,04B02,41.0,0.3,-0.3,0.053,,,
K600058960,1.0,04B02,42.0,0.3,-0.3,0.074,,,
K600058960,1.0,04B02,43.0,0.3,-0.3,0.098,,,
K600058960,1.0,04B02,44.0,0.3,-0.3,-0.015,,,
K600058960,1.0,04B02,45.0,0.3,-0.3,-0.03,,,
K600058960,1.0,04B02,46.0,0.3,-0.3,-0.066,,,
K600058960,1.0,04B02,47.0,0.3,-0.3,-0.123,,,
K600058960,1.0,04B02,48.0,0.3,-0.3,-0.151,,,
K600058960,1.0,04B02,49.0,0.3,-0.3,-0.187,,,
K600058960,1.0,04B02,50.0,0.3,-0.3,-0.172,,,
K600058960,1.0,04B02,51.0,0.3,-0.3,-0.146,,,
K600058960,1.0,04B02,52.0,0.3,-0.3,-0.119,,,
K600058960,1.0,04B02,53.0,0.3,-0.3,-0.077,,,
K600058960,1.0,04B02,54.0,0.3,-0.3,-0.01,-0.031,-0.035,0.001
K600058960,1.0,04B02,55.0,0.3,-0.3,-0.067,,,
K600058960,1.0,04B02,56.0,0.3,-0.3,0.012,,,
K600058960,1.0,04B02,57.0,0.3,-0.3,-0.04,,,
K600058960,1.0,04B02,58.0,0.3,-0.3,-0.091,,,
K600058960,1.0,04B02,59.0,0.3,-0.3,-0.066,,,
K600058960,1.0,04B02,60.0,0.3,-0.3,-0.079,,,
K600058960,1.0,04B02,61.0,0.3,-0.3,-0.127,,,
K600058960,1.0,04B02,62.0,0.3,-0.3,-0.202,,,
K600058960,1.0,04B02,63.0,0.3,-0.3,-0.209,,,
K600058960,1.0,04B02,64.0,0.3,-0.3,-0.271,,,
K600058960,1.0,04B02,65.0,0.3,-0.3,-0.253,,,
K600058960,1.0,04B02,66.0,0.3,-0.3,-0.215,,,
K600058960,1.0,04B02,67.0,0.3,-0.3,-0.42,,,
K600058960,1.0,04B02,68.0,0.3,-0.3,-0.404,,,
K600058960,1.0,04B02,69.0,0.3,-0.3,-0.415,,,
K600058960,1.0,04B02,70.0,0.3,-0.3,-0.306,,,
K600058960,1.0,04B02,71.0,0.3,-0.3,-0.261,,,
K600058960,1.0,04B02,72.0,0.3,-0.3,-0.126,,,
K600058960,1.0,04B02,73.0,0.3,-0.3,0.035,,,
K600058960,1.0,04B02,74.0,0.3,-0.3,0.18,0.128,0.126,0.181
K600058960,2.0,04B05,1.0,0.3,0.0,0.0,,,
K600058960,2.0,04B05,2.0,0.3,0.0,0.007,,,
K600058960,2.0,04B05,3.0,0.3,0.0,0.014,,,
K600058960,2.0,04B05,4.0,0.3,0.0,0.0,,,
K600058960,2.0,04B05,5.0,0.3,0.0,0.001,,,
K600058960,2.0,04B05,6.0,0.3,0.0,0.029,,,
K600058960,2.0,04B05,7.0,0.3,0.0,0.028,,,
K600058960,2.0,04B05,8.0,0.3,0.0,0.0,,,
K600058960,2.0,04B05,9.0,0.3,0.0,0.011,,,
K600058960,2.0,04B05,10.0,0.3,0.0,0.0,,,
K600058960,2.0,04B05,11.0,0.3,0.0,0.033,,,
K600058960,2.0,04B05,12.0,0.3,0.0,0.0,,,
K600058960,2.0,04B03,1,0.3,-0.3,-0.067,,,
K600058960,2.0,04B03,2,0.3,-0.3,-0.731,,,
K600058960,2.0,04B03,3,0.3,-0.3,-0.485,,,
K600058960,2.0,04B03,4,0.3,-0.3,-0.343,,,
K600058960,2.0,04B03,5,0.3,-0.3,-0.3,,,
K600058960,2.0,04B03,6,0.3,-0.3,-0.197,,,
K600058960,2.0,04B03,7,0.3,-0.3,-0.514,,,
K600058960,2.0,04B03,8,0.3,-0.3,-0.322,,,
K600058960,2.0,04B03,9,0.3,-0.3,0.177,,,
K600058960,2.0,04B03,10,0.3,-0.3,-0.215,,,
K600058960,1.0,04B08,11a,0.6,-0.6,0.124,0.125,0.133,0.112
K600058960,1.0,04B08,11b,0.6,-0.6,0.19,,,
K600058960,1.0,04B08,12a,0.6,-0.6,0.418,,,
K600058960,1.0,04B08,12b,0.6,-0.6,0.467,,,
K600058960,1.0,04B08,13a,0.6,-0.6,0.376,,,
K600058960,1.0,04B08,13b,0.6,-0.6,0.403,,,
K600058960,1.0,04B08,14a,0.6,-0.6,0.143,,,
K600058960,1.0,04B08,14b,0.6,-0.6,0.13,,,
K600058960,1.0,04B08,15a,0.6,-0.6,0.246,,,
K600058960,1.0,04B08,15b,0.6,-0.6,0.203,,,
K600058960,1.0,04B08,16a,0.6,-0.6,0.191,,,
K600058960,1.0,04B08,16b,0.6,-0.6,0.183,0.131,0.15,0.17
K600058960,1.0,04B08,17a,0.6,-0.6,0.061,,,
K600058960,1.0,04B08,17b,0.6,-0.6,0.138,,,
K600058960,1.0,04B08,18a,0.6,-0.6,-0.052,,,
K600058960,1.0,04B08,18b,0.6,-0.6,-0.069,,,
K600058960,1.0,04B08,19a,0.6,-0.6,0.226,,,
K600058960,1.0,04B08,19b,0.6,-0.6,0.139,,,
K600058960,1.0,04B08,20a,0.6,-0.6,0.024,,,
K600058960,1.0,04B08,20b,0.6,-0.6,0.071,,,
K600058960,1.0,04B08,21a,0.6,-0.6,-0.159,,,
K600058960,1.0,04B08,21b,0.6,-0.6,-0.062,-0.101,-0.078,-0.071
K600058960,1.0,04B07,22a,0.6,-0.6,-0.101,-0.11,-0.097,-0.099
K600058960,1.0,04B07,22b,0.6,-0.6,-0.039,,,
K600058960,1.0,04B07,23a,0.6,-0.6,-0.172,,,
K600058960,1.0,04B07,23b,0.6,-0.6,-0.087,,,
K600058960,1.0,04B07,24a,0.6,-0.6,0.057,,,
K600058960,1.0,04B07,24b,0.6,-0.6,0.063,,,
K600058960,1.0,04B07,25a,0.6,-0.6,0.084,,,
K600058960,1.0,04B07,25b,0.6,-0.6,0.116,,,
K600058960,1.0,04B07,26a,0.6,-0.6,0.279,,,
K600058960,1.0,04B07,26b,0.6,-0.6,0.229,,,
K600058960,1.0,04B07,27a,0.6,-0.6,0.194,,,
K600058960,1.0,04B07,27b,0.6,-0.6,0.155,,,
K600058960,1.0,04B07,28a,0.6,-0.6,0.06,,,
K600058960,1.0,04B07,28b,0.6,-0.6,0.077,0.092,0.083,0.082
K600058960,1.0,04B07,29a,0.6,-0.6,-0.019,,,
K600058960,1.0,04B07,29b,0.6,-0.6,-0.013,,,
K600058960,1.0,04B07,30a,0.6,-0.6,0.129,,,
K600058960,1.0,04B07,30b,0.6,-0.6,0.091,,,
K600058960,1.0,04B07,31a,0.6,-0.6,-0.229,,,
K600058960,1.0,04B07,31b,0.6,-0.6,-0.174,,,
K600058960,1.0,04B07,32a,0.6,-0.6,-0.152,,,
K600058960,1.0,04B07,32b,0.6,-0.6,-0.011,-0.02,-0.012,-0.013
K600058960,1.0,05A01,1,0.5,-0.5,0.564,0.592,0.562,0.564
K600058960,1.0,05A01,2,0.5,-0.5,0.138,,,
K600058960,1.0,05A01,3,0.5,-0.5,0.124,,,
K600058960,1.0,05A01,15,0.5,-0.5,0.141,0.141,0.152,0.146
K600058960,1.0,05A01,16,0.5,-0.5,0.287,,,
K600058960,1.0,05A01,17,0.5,-0.5,0.622,,,
K600058960,1.0,05A02,4a,0.75,-0.75,0.717,,,
K600058960,1.0,05A02,4b,0.75,-0.75,0.439,,,
K600058960,1.0,05A02,5a,0.75,-0.75,0.288,,,
K600058960,1.0,05A02,5b,0.75,-0.75,-0.101,,,
K600058960,1.0,05A02,6a,0.75,-0.75,0.114,,,
K600058960,1.0,05A02,6b,0.75,-0.75,-0.139,,,
K600058960,1.0,05A02,7a,0.75,-0.75,0.237,,,
K600058960,1.0,05A02,7b,0.75,-0.75,-0.117,,,
K600058960,1.0,05A02,8a,0.75,-0.75,0.144,,,
K600058960,1.0,05A02,8b,0.75,-0.75,-0.159,,,
K600058960,1.0,05A02,9a,0.75,-0.75,0.281,,,
K600058960,1.0,05A02,9b,0.75,-0.75,-0.02,,,
K600058960,1.0,05A02,10a,0.75,-0.75,0.197,,,
K600058960,1.0,05A02,10b,0.75,-0.75,-0.106,,,
K600058960,1.0,05A02,11a,0.75,-0.75,0.29,,,
K600058960,1.0,05A02,11b,0.75,-0.75,-0.046,,,
K600058960,1.0,05A02,12a,0.75,-0.75,0.193,,,
K600058960,1.0,05A02,12b,0.75,-0.75,-0.066,,,
K600058960,1.0,05A02,13a,0.75,-0.75,0.396,,,
K600058960,1.0,05A02,13b,0.75,-0.75,-0.031,,,
K600058960,1.0,05A02,14a,0.75,-0.75,0.859,,,
K600058960,1.0,05A02,14b,0.75,-0.75,0.523,,,
K600058960,1.0,05A03,18,1.0,0.0,0.584,0.576,0.575,0.579
K600058960,1.0,05A03,19,1.0,0.0,0.95,,,
K600058960,1.0,05A03,20,1.0,0.0,1.607,,,
K600058960,1.0,05A03,21,1.0,0.0,1.324,,,
K600058960,1.0,05A03,22,1.0,0.0,0.885,,,
K600058960,1.0,05A03,23,1.0,0.0,0.54,,,
K600058960,1.0,05A03,24,1.0,0.0,0.926,,,
K600058960,1.0,05A03,25,1.0,0.0,1.129,,,
K600058960,1.0,05A03,26,1.0,0.0,0.339,,,
K600058960,1.0,05A03,27,1.0,0.0,0.502,0.486,0.539,0.496
K600058960,1.0,05A03,28,1.0,0.0,0.966,,,
K600058960,1.0,05A03,29,1.0,0.0,0.752,,,
K600058960,1.0,05A03,30,1.0,0.0,0.294,,,
K600058960,1.0,05A03,31,1.0,0.0,0.639,,,
K600058960,1.0,05A03,32,1.0,0.0,1.134,,,
K600058960,1.0,05A03,33,1.0,0.0,1.502,,,
K600058960,1.0,05A04,1.0,1.25,-0.25,0.44,,,
K600058960,1.0,05A04,2.0,1.25,-0.25,0.801,,,
K600058960,1.0,05A04,3.0,1.25,-0.25,0.514,,,
K600058960,1.0,05A04,4.0,1.25,-0.25,0.753,,,
K600058960,1.0,05A04,5.0,1.25,-0.25,0.249,,,
K600058960,1.0,05A04,6.0,1.25,-0.25,0.644,,,
K600058960,1.0,05A04,7.0,1.25,-0.25,0.257,,,
K600058960,1.0,05A04,8.0,1.25,-0.25,0.251,,,
K600058960,1.0,05A04,9.0,1.25,-0.25,0.603,,,
K600058960,1.0,05A04,10.0,1.25,-0.25,0.094,,,
K600058960,1.0,05A04,11.0,1.25,-0.25,0.673,,,
K600058960,1.0,05A04,12.0,1.25,-0.25,0.412,,,
K600058960,1.0,05A04,13.0,1.25,-0.25,0.69,,,
K600058960,1.0,05A04,14.0,1.25,-0.25,0.403,,,
K600058960,1.0,05A04,15.0,1.25,-0.25,0.991,,,
K600058960,1.0,05A04,16.0,1.25,-0.25,1.239,,,
